ISBN,Rating,Price,Pages,Rating Count,Language_Dummy,Size_Dummy,Famous_Dummy,Categories_Dummy,Serie_Dummy
9.78E+12,3.84,4.73,249,11565,English,Big,Other,Top_Category,Other
9.78E+12,3.93,2.61,250,4706,English,Big,Famous,Other,Serie
9.78E+12,4.26,17.19,752,349,English,Other,Other,Top_Category,Other
9.78E+12,4,6.96,400,2063,English,Big,Famous,Top_Category,Serie
9.78E+12,3.8,5.57,368,2896,English,Big,Famous,Top_Category,Other
9.78E+12,3.93,4.48,416,2580,English,Big,Famous,Top_Category,Other
9.78E+12,4.72,2.29,176,14952,English,Big,Famous,Other,Serie
9.78E+12,3.58,3.2,384,2636,English,Big,Famous,Top_Category,Other
9.78E+12,3.71,10.28,205,4899,English,Big,Famous,Top_Category,Other
9.78E+12,3.71,4.17,281,53833,English,Big,Other,Top_Category,Serie
9.78E+12,3.76,3.2,830,4528,English,Big,Other,Top_Category,Serie
9.78E+12,4.46,4.45,344,12187,English,Big,Famous,Top_Category,Serie
9.78E+12,4.19,3.76,128,1191,English,Big,Other,Top_Category,Serie
9.78E+12,3.9,2.78,928,10461,English,Big,Famous,Other,Other
9.78E+12,4.33,2.38,192,2996,English,Big,Other,Top_Category,Other
9.78E+12,3.72,3.82,164,46237,English,Big,Famous,Top_Category,Serie
9.78E+12,3.83,2.52,339,7082,English,Big,Famous,Top_Category,Other
9.78E+12,3.66,2.89,312,4601,English,Other,Other,Top_Category,Serie
9.78E+12,4.42,9.11,32,1383,English,Other,Other,Top_Category,Other
9.78E+12,4.23,5.97,192,11894,English,Big,Other,Top_Category,Other
9.78E+12,4.7,5.97,2198,4092,English,Other,Other,Other,Other
9.78E+12,3.68,3.82,181,9200,English,Big,Famous,Top_Category,Other
9.78E+12,4.53,14.91,223,8939,English,Other,Other,Top_Category,Other
9.78E+12,4.15,5.61,398,5013,English,Big,Other,Top_Category,Other
9.78E+12,3.95,5,336,8200,English,Big,Other,Other,Other
9.78E+12,4.01,5.73,384,4087,English,Big,Other,Other,Other
9.78E+12,4.28,4.25,384,15946,English,Other,Other,Top_Category,Other
9.78E+12,4.33,7.77,515,1777,English,Big,Famous,Top_Category,Serie
9.78E+12,3.87,2.52,320,1135,English,Big,Famous,Top_Category,Serie
9.78E+12,4.19,3.29,251,20993,English,Big,Famous,Other,Other
9.78E+12,3.73,2.87,183,11763,English,Big,Famous,Top_Category,Other
9.78E+12,4.02,3.91,880,14167,English,Big,Famous,Top_Category,Serie
9.78E+12,3.44,5.55,230,13620,English,Other,Famous,Top_Category,Other
9.78E+12,4.08,11.5,40,6304,English,Other,Famous,Top_Category,Serie
9.78E+12,4.03,6.45,368,2525,English,Big,Other,Top_Category,Other
9.78E+12,4.21,2.68,224,11328,English,Other,Other,Top_Category,Other
9.78E+12,3.98,3.31,304,12114,English,Big,Famous,Top_Category,Serie
9.78E+12,3.85,2.92,291,6124,English,Big,Other,Top_Category,Other
9.78E+12,3.92,3.38,298,2070,English,Big,Other,Top_Category,Other
9.78E+12,3.96,4.88,160,6166,English,Big,Famous,Top_Category,Other
9.78E+12,3.17,3,320,3405,English,Big,Famous,Top_Category,Other
9.78E+12,3.82,5.22,304,8305,English,Other,Other,Other,Other
9.78E+12,3.56,3.12,634,7586,English,Big,Famous,Other,Serie
9.78E+12,3.93,2.55,496,5856,English,Other,Famous,Top_Category,Other
9.78E+12,4.38,10.81,400,4423,English,Other,Other,Other,Other
9.78E+12,4.06,7.57,414,15900,English,Big,Famous,Top_Category,Serie
9.78E+12,4.17,8.17,168,5885,English,Big,Famous,Top_Category,Other
9.78E+12,3.34,13.06,272,5269,English,Big,Famous,Top_Category,Other
9.78E+12,3.84,6.51,240,4718,English,Big,Famous,Top_Category,Other
9.78E+12,3.7,5.22,103,23456,English,Big,Other,Top_Category,Other
9.78E+12,3.81,3.3,320,6022,English,Big,Famous,Top_Category,Serie
9.78E+12,3.83,3.64,73,9630,English,Big,Famous,Top_Category,Other
9.78E+12,3.62,2.61,676,4755,English,Big,Famous,Top_Category,Other
9.78E+12,4.42,3.3,576,4256,English,Big,Other,Other,Other
9.78E+12,3.8,3.68,314,2353,English,Other,Other,Other,Other
9.78E+12,4.08,6.96,200,13358,English,Big,Famous,Top_Category,Serie
9.78E+12,3.86,6.45,472,10798,English,Big,Famous,Other,Other
9.78E+12,4.17,3.39,186,17654,English,Other,Other,Top_Category,Serie
9.78E+12,3.5,3.82,336,1930,English,Big,Other,Top_Category,Other
9.78E+12,4.09,1.62,400,2243,English,Big,Other,Top_Category,Serie
9.78E+12,4.04,12.96,564,3068,English,Big,Famous,Top_Category,Serie
9.78E+12,3.79,6.19,528,873,English,Big,Famous,Top_Category,Serie
9.78E+12,3.23,3.08,145,6492,English,Other,Famous,Top_Category,Other
9.78E+12,3.8,4.69,271,7634,English,Big,Famous,Top_Category,Other
9.78E+12,4.42,7.79,273,7701,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,39.69,56,3192,English,Other,Famous,Top_Category,Other
9.78E+12,3.89,5.54,656,5930,English,Big,Famous,Top_Category,Serie
9.78E+12,3.57,3.8,304,10013,English,Other,Other,Top_Category,Other
9.78E+12,3.93,1.92,335,23113,English,Big,Famous,Other,Serie
9.78E+12,3.43,3.99,320,4314,English,Big,Other,Top_Category,Serie
9.78E+12,3.93,3.84,688,1573,English,Big,Other,Top_Category,Other
9.78E+12,4.17,32.05,320,4744,English,Big,Famous,Top_Category,Serie
9.78E+12,4.43,8.78,992,8986,English,Big,Other,Top_Category,Serie
9.78E+12,3.88,3.5,197,25289,English,Big,Other,Top_Category,Other
9.78E+12,4.1,5.22,304,7123,English,Big,Other,Top_Category,Other
9.78E+12,3.59,3.3,464,5398,English,Big,Other,Top_Category,Other
9.78E+12,3.95,5.74,256,6479,English,Big,Other,Top_Category,Other
9.78E+12,3.75,12.21,368,1975,English,Other,Famous,Top_Category,Other
9.78E+12,4.13,1.93,384,6593,English,Big,Other,Top_Category,Other
9.78E+12,3.61,2.16,240,1388,English,Big,Other,Top_Category,Serie
9.78E+12,4.11,3.54,188,12763,English,Other,Famous,Other,Other
9.78E+12,4.2,10.1,462,4154,English,Big,Famous,Top_Category,Other
9.78E+12,4.03,3.3,401,8749,English,Big,Other,Top_Category,Serie
9.78E+12,3.76,3.08,147,5900,English,Big,Other,Top_Category,Other
9.78E+12,3.84,1.46,328,61475,English,Big,Famous,Top_Category,Other
9.78E+12,3.69,2.85,279,17397,English,Big,Other,Top_Category,Other
9.78E+12,3.9,4.2,398,27547,English,Big,Other,Top_Category,Serie
9.78E+12,3.8,7.25,323,4759,English,Big,Famous,Top_Category,Serie
9.78E+12,4.27,6.44,96,1654,English,Big,Other,Top_Category,Other
9.78E+12,3.53,4.09,240,2681,English,Big,Famous,Top_Category,Other
9.78E+12,3.64,1.95,317,8999,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,13.3,245,2368,English,Other,Other,Top_Category,Other
9.78E+12,3.9,1.56,253,5183,English,Big,Famous,Top_Category,Serie
9.78E+12,4.07,3.44,570,9150,English,Big,Other,Top_Category,Other
9.78E+12,3.97,3.64,415,13817,English,Big,Famous,Top_Category,Serie
9.78E+12,3.77,4.37,328,13098,English,Other,Famous,Top_Category,Other
9.78E+12,3.87,3.52,464,14491,English,Big,Famous,Top_Category,Other
9.78E+12,3.42,3.12,432,19450,English,Big,Other,Top_Category,Other
9.78E+12,4.37,4.93,384,24407,English,Big,Other,Top_Category,Serie
9.78E+12,3.84,3.12,370,5477,English,Big,Other,Top_Category,Serie
9.78E+12,3.78,10.92,512,1456,English,Big,Other,Other,Other
9.78E+12,4.17,14.95,336,5894,English,Big,Other,Top_Category,Other
9.78E+12,4.01,1.46,246,11757,English,Big,Famous,Other,Serie
9.78E+12,3.94,5.82,416,12479,English,Big,Famous,Top_Category,Other
9.78E+12,3.99,3.65,416,1348,English,Other,Famous,Other,Other
9.78E+12,3.98,5.92,504,20365,English,Other,Famous,Top_Category,Serie
9.78E+12,3.85,5.22,390,5655,English,Big,Other,Top_Category,Other
9.78E+12,3.84,2.86,292,6158,English,Other,Other,Top_Category,Serie
9.78E+12,3.94,12.51,304,2031,English,Big,Other,Top_Category,Serie
9.78E+12,4.08,3.37,178,2964,English,Big,Famous,Other,Serie
9.78E+12,3.73,5.25,352,6307,English,Big,Famous,Top_Category,Other
9.78E+12,4.49,9.26,457,1264,English,Big,Famous,Top_Category,Other
9.78E+12,3.96,2.78,341,22083,English,Other,Other,Top_Category,Serie
9.78E+12,3.82,3.39,256,36255,English,Other,Famous,Top_Category,Serie
9.78E+12,3.9,5.31,256,4218,English,Big,Famous,Top_Category,Other
9.78E+12,3.94,7.6,333,11220,English,Big,Other,Top_Category,Other
9.78E+12,3.98,25.46,238,3782,English,Other,Other,Top_Category,Serie
9.78E+12,3.8,5.09,317,21431,English,Big,Famous,Top_Category,Serie
9.78E+12,3.45,5.99,368,5066,English,Big,Famous,Top_Category,Other
9.78E+12,4.15,4.75,426,1766,English,Big,Other,Top_Category,Serie
9.78E+12,3.94,9.67,234,3897,English,Big,Famous,Other,Other
9.78E+12,4.2,6.1,432,11465,English,Other,Other,Top_Category,Other
9.78E+12,3.73,3.87,308,1727,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,3.73,220,18422,English,Big,Other,Top_Category,Serie
9.78E+12,4.16,2.79,288,1167,English,Big,Famous,Top_Category,Other
9.78E+12,3.89,16.01,608,1921,English,Big,Famous,Top_Category,Other
9.78E+12,3.71,3.15,340,136644,English,Big,Famous,Top_Category,Other
9.78E+12,3.15,3.08,347,9202,English,Big,Famous,Top_Category,Other
9.78E+12,4.25,2.4,336,1945,English,Other,Other,Top_Category,Other
9.78E+12,3.96,11.95,292,8233,English,Big,Other,Top_Category,Other
9.78E+12,3.51,6.46,315,2912,English,Big,Famous,Top_Category,Other
9.78E+12,3.87,3.14,256,7234,English,Other,Other,Top_Category,Other
9.78E+12,3.73,3.12,526,8379,English,Big,Famous,Other,Other
9.78E+12,4.02,12.42,342,10282,English,Other,Other,Top_Category,Other
9.78E+12,3.73,2.61,323,755,English,Other,Other,Other,Other
9.78E+12,3.49,1.6,254,3939,English,Big,Famous,Other,Other
9.78E+12,4.17,2.78,389,12914,English,Big,Famous,Other,Serie
9.78E+12,3.86,2.86,389,22909,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,2.47,288,6095,English,Big,Famous,Top_Category,Other
9.78E+12,4.08,1.46,256,18308,English,Other,Famous,Other,Serie
9.78E+12,4.1,11.22,288,1749,English,Other,Other,Top_Category,Other
9.78E+12,4.61,8.72,223,1637,English,Other,Famous,Top_Category,Serie
9.78E+12,3.91,5.15,299,30268,English,Big,Famous,Top_Category,Other
9.78E+12,3.9,5.9,560,5659,English,Big,Famous,Top_Category,Other
9.78E+12,3.99,5.27,586,94903,English,Big,Famous,Top_Category,Other
9.78E+12,3.42,5,130,29566,English,Other,Other,Top_Category,Other
9.78E+12,4.11,13.49,199,2191,English,Other,Other,Top_Category,Other
9.78E+12,3.62,3.3,374,28414,English,Big,Famous,Top_Category,Serie
9.78E+12,3.87,2.68,234,24348,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,5.4,324,6637,English,Big,Other,Top_Category,Serie
9.78E+12,3.84,6.42,288,9515,English,Other,Other,Top_Category,Other
9.78E+12,3.65,5.67,253,17112,English,Other,Other,Top_Category,Other
9.78E+12,4.37,1.72,144,5359,English,Big,Famous,Other,Other
9.78E+12,3.68,5.14,192,2480,English,Big,Other,Top_Category,Serie
9.78E+12,3.76,1.46,368,12094,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,3.07,160,9522,English,Big,Famous,Top_Category,Other
9.78E+12,3.66,3.15,283,4337,English,Other,Other,Top_Category,Other
9.78E+12,4.22,5.47,179,12271,English,Big,Famous,Other,Other
9.78E+12,4.26,10.22,1520,1492,English,Big,Famous,Top_Category,Serie
9.78E+12,4.15,1.8,274,27396,English,Other,Other,Top_Category,Serie
9.78E+12,3.87,5.42,240,3407,English,Big,Famous,Top_Category,Other
9.78E+12,4.1,1.77,203,8964,English,Big,Famous,Other,Serie
9.78E+12,3.34,6.23,181,5722,English,Big,Famous,Top_Category,Other
9.78E+12,3.76,3.96,328,5615,English,Other,Other,Top_Category,Other
9.78E+12,4.24,9.42,393,4900,English,Big,Other,Top_Category,Serie
9.78E+12,3.88,3.26,353,3522,English,Big,Other,Top_Category,Serie
9.78E+12,4.07,11.1,577,11191,English,Big,Famous,Top_Category,Serie
9.78E+12,4.2,3.14,496,9733,English,Other,Other,Top_Category,Serie
9.78E+12,3.96,4.01,176,3544,English,Big,Famous,Top_Category,Other
9.78E+12,4.18,4.35,438,10629,English,Big,Famous,Top_Category,Serie
9.78E+12,3.87,3.35,254,46397,English,Big,Famous,Other,Serie
9.78E+12,4.12,8.79,322,2125,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,2.61,198,9852,English,Big,Famous,Top_Category,Serie
9.78E+12,4.29,4.97,136,20937,English,Other,Famous,Top_Category,Serie
9.78E+12,3.78,3.12,520,63160,English,Big,Other,Top_Category,Serie
9.78E+12,3.83,5.9,212,10140,English,Other,Famous,Other,Serie
9.78E+12,3.89,1.29,264,25692,English,Big,Famous,Other,Serie
9.78E+12,4.05,2.95,575,7692,English,Big,Other,Top_Category,Other
9.78E+12,3.87,35.36,538,5715,English,Big,Famous,Top_Category,Other
9.78E+12,3.97,3.31,400,14764,English,Big,Famous,Top_Category,Other
9.78E+12,4.29,5.67,627,3494,English,Other,Other,Top_Category,Serie
9.78E+12,3.92,3.52,448,16443,English,Big,Famous,Top_Category,Serie
9.78E+12,3.77,12.19,304,16756,English,Big,Famous,Top_Category,Serie
9.78E+12,4.01,5.22,272,4451,English,Big,Famous,Top_Category,Other
9.78E+12,3.95,5.47,272,1580,English,Big,Famous,Top_Category,Other
9.78E+12,4.28,3.15,1110,4186,English,Big,Famous,Top_Category,Serie
9.78E+12,4.24,8.17,320,9482,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,2.78,416,8383,English,Big,Other,Top_Category,Other
9.78E+12,3.81,6.37,428,5741,English,Other,Other,Top_Category,Other
9.78E+12,4.25,3.08,157,4725,English,Other,Other,Top_Category,Serie
9.78E+12,4.2,7.1,177,4046,English,Other,Famous,Top_Category,Other
9.78E+12,4.38,3.44,208,1184,English,Other,Famous,Top_Category,Other
9.78E+12,3.54,3.3,351,9143,English,Big,Famous,Top_Category,Serie
9.78E+12,3.94,1.6,329,8592,English,Other,Other,Top_Category,Serie
9.78E+12,4.19,1.46,176,17456,English,Other,Famous,Other,Serie
9.78E+12,4,6.87,240,1898,English,Big,Famous,Top_Category,Other
9.78E+12,3.77,5.16,96,6265,English,Other,Famous,Top_Category,Other
9.78E+12,3.83,17.43,368,36698,English,Big,Other,Top_Category,Serie
9.78E+12,4.03,3.12,395,15438,English,Big,Famous,Top_Category,Serie
9.78E+12,4,2.29,242,10946,English,Big,Famous,Top_Category,Serie
9.78E+12,4,5.27,544,5531,English,Big,Famous,Top_Category,Serie
9.78E+12,4.23,6.8,132,31800,English,Big,Other,Top_Category,Serie
9.78E+12,3.92,3.37,290,36449,English,Other,Famous,Top_Category,Other
9.78E+12,4.12,1.88,140,10082,English,Big,Other,Top_Category,Serie
9.78E+12,3.65,1.92,314,14917,English,Big,Other,Top_Category,Other
9.78E+12,3.33,5.41,199,11942,English,Big,Other,Top_Category,Serie
9.78E+12,4.42,5.36,779,2490,English,Other,Famous,Top_Category,Serie
9.78E+12,3.86,3.08,304,8741,English,Other,Famous,Top_Category,Other
9.78E+12,4.17,3.48,192,7661,English,Big,Famous,Top_Category,Serie
9.78E+12,3.68,4.24,161,1649,English,Other,Famous,Top_Category,Other
9.78E+12,3.85,13.29,192,918,English,Other,Famous,Top_Category,Other
9.78E+12,4.38,6.42,262,2191,English,Big,Other,Top_Category,Serie
9.78E+12,4.03,8.5,113,11177,English,Other,Famous,Top_Category,Other
9.78E+12,4.09,11.76,408,4595,English,Big,Other,Top_Category,Other
9.78E+12,3.31,0.99,640,6583,English,Big,Famous,Other,Other
9.78E+12,4.03,3.71,458,14300,English,Big,Famous,Top_Category,Serie
9.78E+12,3.77,3.45,347,9506,English,Big,Famous,Other,Serie
9.78E+12,4.04,5.23,56,12794,English,Big,Famous,Top_Category,Other
9.78E+12,4.03,4.67,160,5883,English,Big,Famous,Top_Category,Serie
9.78E+12,3.75,2.78,257,15140,English,Other,Famous,Top_Category,Serie
9.78E+12,4.36,5.38,688,65137,English,Other,Famous,Other,Other
9.78E+12,3.77,1.92,297,14887,English,Big,Other,Top_Category,Serie
9.78E+12,4.05,4.45,448,14293,English,Big,Famous,Other,Other
9.78E+12,3.86,6.42,336,6808,English,Big,Famous,Top_Category,Serie
9.78E+12,3.88,5.94,296,4502,English,Big,Famous,Top_Category,Other
9.78E+12,3.78,6.42,528,9527,English,Big,Famous,Top_Category,Other
9.78E+12,3.93,9.58,240,3375,English,Big,Famous,Other,Other
9.78E+12,3.95,5.08,416,28454,English,Big,Famous,Top_Category,Serie
9.78E+12,4.23,6.17,205,2717,English,Big,Famous,Top_Category,Serie
9.78E+12,4.25,3.14,492,18245,English,Big,Famous,Top_Category,Serie
9.78E+12,4.07,8.28,56,13382,English,Big,Famous,Top_Category,Other
9.78E+12,3.71,5.94,352,6602,English,Big,Famous,Top_Category,Other
9.78E+12,3.92,3.45,602,11144,English,Big,Famous,Top_Category,Serie
9.78E+12,3.99,3.76,400,10757,English,Big,Famous,Top_Category,Other
9.78E+12,3.9,4.09,310,531,English,Other,Other,Top_Category,Serie
9.78E+12,4.28,5.27,183,2674,English,Big,Famous,Other,Serie
9.78E+12,4.18,5.04,358,18139,English,Big,Other,Top_Category,Serie
9.78E+12,3.97,3.3,451,41823,English,Big,Famous,Top_Category,Serie
9.78E+12,3.79,3.18,124,5551,English,Other,Other,Top_Category,Other
9.78E+12,4.08,5.13,265,12648,English,Big,Famous,Top_Category,Serie
9.78E+12,4.05,2.81,352,3908,English,Other,Famous,Other,Other
9.78E+12,4.51,130.75,1256,3276,English,Big,Famous,Top_Category,Other
9.78E+12,4.31,5.27,184,2647,English,Big,Famous,Other,Serie
9.78E+12,4.18,3.08,361,14613,English,Big,Other,Top_Category,Other
9.78E+12,3.73,2.52,581,1297,English,Big,Other,Other,Other
9.78E+12,3.76,5.3,272,4305,English,Big,Famous,Other,Serie
9.78E+12,3.82,3.3,390,395,English,Big,Other,Top_Category,Other
9.78E+12,4.29,2.86,194,3392,English,Big,Famous,Top_Category,Serie
9.78E+12,3.96,2.61,241,3723,English,Big,Other,Top_Category,Other
9.78E+12,4.05,3.08,394,9575,English,Big,Famous,Top_Category,Serie
9.78E+12,3.88,5.61,352,18661,English,Big,Famous,Top_Category,Other
9.78E+12,3.63,2.8,352,22462,English,Big,Famous,Top_Category,Other
9.78E+12,3.79,0.85,272,6652,English,Big,Famous,Top_Category,Other
9.78E+12,3.57,9.4,336,12404,English,Other,Other,Other,Serie
9.78E+12,3.97,3.36,233,4984,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,3.11,758,3489,English,Big,Famous,Top_Category,Other
9.78E+12,4.07,5.39,301,4148,English,Other,Famous,Top_Category,Other
9.78E+12,4.18,13.07,128,1581,English,Other,Famous,Top_Category,Other
9.78E+12,4.23,6.25,195,1706,English,Big,Other,Other,Other
9.78E+12,4.18,8.89,346,3575,English,Big,Famous,Top_Category,Serie
9.78E+12,3.59,3.12,432,928,English,Big,Famous,Other,Other
9.78E+12,3.75,3.99,592,10211,English,Big,Other,Top_Category,Other
9.78E+12,3.82,3.14,343,15906,English,Other,Famous,Top_Category,Serie
9.78E+12,4.17,5.75,642,10137,English,Big,Famous,Top_Category,Other
9.78E+12,3.96,2.76,163,6589,English,Big,Famous,Other,Serie
9.78E+12,4.29,2.86,224,3067,English,Other,Other,Other,Other
9.78E+12,4.02,4.45,40,967,English,Other,Famous,Top_Category,Serie
9.78E+12,3.92,15,302,2137,English,Other,Other,Top_Category,Other
9.78E+12,3.56,2.98,311,12507,English,Big,Famous,Top_Category,Other
9.78E+12,4.06,1.15,368,4155,English,Big,Famous,Other,Other
9.78E+12,3.88,3.3,448,6000,English,Big,Other,Top_Category,Serie
9.78E+12,4.02,3.07,428,10958,English,Big,Famous,Top_Category,Serie
9.78E+12,3.9,2.5,661,8792,English,Big,Other,Top_Category,Serie
9.78E+12,3.86,3.69,528,14862,English,Big,Famous,Top_Category,Other
9.78E+12,4.02,2.91,438,32713,English,Big,Famous,Top_Category,Serie
9.78E+12,3.74,4.78,484,46854,English,Big,Other,Top_Category,Other
9.78E+12,4.09,4.14,333,2229,English,Big,Other,Top_Category,Other
9.78E+12,3.7,2.86,441,42685,English,Big,Famous,Top_Category,Serie
9.78E+12,3.59,28.19,362,669,English,Big,Other,Top_Category,Other
9.78E+12,3.73,2.7,140,2981,English,Other,Other,Other,Other
9.78E+12,3.37,2.86,303,1719,English,Other,Other,Top_Category,Serie
9.78E+12,4.06,10.57,272,6198,English,Other,Other,Other,Other
9.78E+12,3.43,3.11,300,1187,English,Big,Other,Top_Category,Other
9.78E+12,3.83,1.8,342,6675,English,Big,Famous,Other,Serie
9.78E+12,3.85,2.84,256,6850,English,Other,Other,Top_Category,Other
9.78E+12,4,15.31,288,3102,English,Other,Other,Top_Category,Other
9.78E+12,4.09,2.79,152,945,English,Big,Other,Top_Category,Other
9.78E+12,3.45,1.46,161,6669,English,Big,Famous,Other,Other
9.78E+12,3.87,3.22,769,7759,English,Big,Other,Top_Category,Serie
9.78E+12,4.35,5.22,304,4769,English,Big,Other,Other,Other
9.78E+12,4.08,13.53,304,5687,English,Big,Other,Top_Category,Other
9.78E+12,4.08,6.08,416,2168,English,Big,Famous,Top_Category,Other
9.78E+12,3.85,5.26,304,2410,English,Big,Other,Top_Category,Other
9.78E+12,3.71,3.71,150,9631,English,Other,Other,Top_Category,Serie
9.78E+12,3.87,4.6,352,517,English,Big,Famous,Top_Category,Other
9.78E+12,3.78,5.54,400,1939,English,Big,Famous,Top_Category,Other
9.78E+12,4.01,5.73,264,8738,English,Big,Famous,Other,Other
9.78E+12,3.88,3.46,530,2426,English,Big,Famous,Top_Category,Serie
9.78E+12,4.16,6.95,672,1736,English,Other,Other,Top_Category,Other
9.78E+12,4.19,7.24,99,8305,English,Other,Famous,Top_Category,Other
9.78E+12,3.96,3.31,288,1164,English,Big,Other,Other,Other
9.78E+12,4.23,1.46,127,6007,English,Big,Other,Top_Category,Other
9.78E+12,4.17,4.6,206,2690,English,Big,Famous,Top_Category,Serie
9.78E+12,3.55,3.14,296,4422,English,Big,Famous,Other,Other
9.78E+12,3.84,2.78,381,10878,English,Other,Famous,Other,Other
9.78E+12,3.99,3.48,356,7648,English,Big,Famous,Top_Category,Serie
9.78E+12,4.19,2.61,58,5051,English,Other,Famous,Other,Serie
9.78E+12,4.35,10.1,654,3498,English,Big,Other,Top_Category,Other
9.78E+12,4.05,1.65,508,2746,English,Big,Other,Top_Category,Other
9.78E+12,4.06,4.1,1160,1650,English,Other,Famous,Other,Other
9.78E+12,4.51,15.48,496,411,English,Other,Other,Top_Category,Other
9.78E+12,4.27,12.05,847,570,English,Big,Other,Top_Category,Other
9.78E+12,4.43,35.25,2512,2296,English,Other,Famous,Top_Category,Serie
9.78E+12,4.16,1.43,191,9313,English,Other,Other,Top_Category,Other
9.78E+12,3.56,2.66,48,35,English,Other,Other,Top_Category,Other
9.78E+12,3.88,9.21,240,36530,English,Big,Other,Other,Other
9.78E+12,4.12,6.5,284,2889,English,Other,Other,Top_Category,Other
9.78E+12,3.73,0.88,338,4844,English,Big,Other,Top_Category,Other
9.78E+12,4.04,3.09,288,2984,English,Other,Famous,Top_Category,Other
9.78E+12,3.77,3.91,391,14660,English,Big,Famous,Top_Category,Serie
9.78E+12,3.68,3.68,230,1924,English,Big,Other,Top_Category,Other
9.78E+12,3.63,2.78,793,3388,English,Big,Famous,Other,Other
9.78E+12,3.98,3.52,404,15417,English,Big,Other,Top_Category,Serie
9.78E+12,4.25,3.84,320,11737,English,Other,Famous,Top_Category,Other
9.78E+12,4.17,4.6,784,19345,English,Other,Famous,Top_Category,Other
9.78E+12,3.69,3.99,464,799,English,Big,Famous,Top_Category,Other
9.78E+12,3.97,2.94,144,23932,English,Big,Other,Other,Serie
9.78E+12,3.43,5.22,352,8417,English,Big,Famous,Top_Category,Serie
9.78E+12,3.78,2.86,310,2276,English,Big,Famous,Top_Category,Serie
9.78E+12,3.88,9.8,582,434,English,Big,Other,Top_Category,Serie
9.78E+12,3.82,4.3,256,696,English,Big,Other,Top_Category,Other
9.78E+12,4.09,5.98,464,8601,English,Big,Other,Other,Other
9.78E+12,4.17,11.43,750,8597,English,Big,Other,Other,Other
9.78E+12,4.24,5.59,272,1057,English,Big,Other,Other,Other
9.78E+12,4.23,15.42,521,2028,English,Other,Famous,Top_Category,Other
9.78E+12,3.67,3.97,224,4374,English,Big,Famous,Top_Category,Other
9.78E+12,3.6,12.71,311,6784,English,Big,Famous,Top_Category,Other
9.78E+12,4.06,5.64,288,6682,English,Big,Famous,Top_Category,Serie
9.78E+12,3.92,13.79,169,3108,English,Other,Other,Other,Other
9.78E+12,3.81,1.46,32,16265,English,Big,Famous,Other,Other
9.78E+12,4.19,9.48,48,5012,English,Big,Famous,Top_Category,Other
9.78E+12,4.1,5.76,32,7506,English,Big,Other,Other,Other
9.78E+12,4.51,13.56,132,2899,English,Big,Other,Other,Serie
9.78E+12,3.55,5.61,256,5392,English,Big,Famous,Other,Other
9.78E+12,3.91,5.22,393,2511,English,Big,Other,Top_Category,Other
9.78E+12,4.01,2.78,537,13648,English,Other,Famous,Other,Serie
9.78E+12,4.03,10,142,373,English,Other,Other,Other,Other
9.78E+12,4.13,9.62,1024,494,English,Big,Other,Top_Category,Other
9.78E+12,4.4,8.99,784,2870,English,Other,Other,Other,Other
9.78E+12,4.01,5.08,240,522,English,Big,Other,Other,Other
9.78E+12,3.92,11.02,1186,8508,English,Big,Other,Top_Category,Other
9.78E+12,3.73,3.51,416,3253,English,Big,Other,Top_Category,Other
9.78E+12,4.19,5.22,288,1824,English,Big,Famous,Top_Category,Serie
9.78E+12,4.1,17.42,1099,5892,English,Big,Other,Top_Category,Other
9.78E+12,3.76,2.29,307,3882,English,Big,Famous,Other,Serie
9.78E+12,3.83,3.44,505,5810,English,Big,Famous,Top_Category,Other
9.78E+12,3.81,6,438,8001,English,Other,Famous,Top_Category,Serie
9.78E+12,4.11,5.64,84,2317,English,Other,Other,Top_Category,Other
9.78E+12,4.01,8.17,433,984,English,Other,Other,Top_Category,Serie
9.78E+12,4.29,3.42,812,489,English,Other,Famous,Other,Other
9.78E+12,4.04,4.32,352,13610,English,Big,Famous,Top_Category,Other
9.78E+12,4.21,27.56,464,2430,English,Other,Other,Top_Category,Serie
9.78E+12,3.79,2.77,268,4847,English,Big,Famous,Other,Other
9.78E+12,3.84,6.42,416,9846,English,Big,Famous,Top_Category,Other
9.78E+12,3.98,0.88,339,1427,English,Big,Famous,Top_Category,Serie
9.78E+12,3.77,3.14,234,2650,English,Big,Famous,Other,Serie
9.78E+12,4.41,8.26,197,6296,English,Other,Other,Other,Other
9.78E+12,3.55,2.86,276,11116,English,Big,Other,Top_Category,Serie
9.78E+12,3.97,4.3,209,1431,English,Big,Famous,Top_Category,Serie
9.78E+12,4.09,6.64,256,4021,English,Big,Other,Top_Category,Other
9.78E+12,4.01,5.26,608,6672,English,Big,Other,Top_Category,Other
9.78E+12,4.15,2.77,369,23839,English,Big,Famous,Top_Category,Serie
9.78E+12,3.63,7.28,289,4836,English,Big,Other,Top_Category,Other
9.78E+12,4.17,5.13,448,649,English,Other,Other,Top_Category,Other
